10907	69	23582
10907	118	20603
4328	113	13594
8303	113	20672
8303	144	23897
8303	47	19666
11186	113	20672
11186	144	14032
11186	47	22480
11388	113	20672
11388	47	12180
11388	31	23293
11388	144	18977
1300	113	20672
1300	47	22614
1300	144	17076
1300	31	14552
89	128	18639
89	113	21819
7565	113	14866
7565	114	19691
10092	113	20672
10092	47	12567
10092	144	22467
10092	118	20603
10092	31	21370
9306	113	18127
2193	114	21240
2193	113	23685
2193	43	20262
2193	128	22716
7000	61	13653
7000	113	23047
5971	113	20848
5971	128	20430
8661	113	23564
8661	114	19420
2674	113	18127
9861	113	20672
9861	144	18813
9861	47	15154
10700	113	12527
10700	128	21516
10700	11	13073
1765	113	20848
1765	128	22714
3346	113	20672
3346	47	21983
3346	144	20743
3757	113	23685
3757	114	12170
3757	43	12666
3757	38	21815
1209	113	20672
1209	144	22806
1209	47	19962
3473	113	20672
3473	144	16379
3473	47	23355
3473	31	18969
8117	113	20672
8117	47	21387
8117	144	17737
8117	31	12386
280	113	19310
6117	113	20672
6117	47	17383
6117	31	23166
6117	144	13792
6117	85	17258
6117	90	14007
6117	118	19510
5446	113	20672
5446	47	13732
5446	31	20310
5446	144	14976
5446	118	23243
5958	113	19181
5958	114	23578
5958	38	21264
5958	137	16210
7361	113	20672
7361	47	12501
7361	144	22721
7361	31	21555
725	113	13594
9762	113	13594
934	47	6229
934	113	20672
934	144	19241
934	31	16374
447	113	20672
447	47	12708
447	144	19074
447	31	23461
10864	113	18127
7613	113	9445
3273	113	18127
526	113	18127
7275	113	12138
7275	11	20242
11741	113	18127
2861	113	14866
2861	114	23277
3784	113	20672
3784	47	15877
3784	144	19961
3784	31	15300
8082	113	23564
8082	114	10769
8082	128	168
3208	113	23685
3208	114	18125
3208	128	12542
4257	113	20672
4257	47	14087
4257	144	19907
4257	31	14820
6459	113	23685
6459	114	15984
6459	128	12479
3814	113	13594
10392	113	13594
7034	113	20672
7034	47	21739
7034	144	23669
7034	31	23841
11738	113	20672
11738	144	12919
11738	47	13236
11738	31	23924
7564	113	14869
7564	114	13662
7564	137	14310
6725	47	22701
6725	113	20672
6725	144	12454
6725	118	19200
2424	113	20848
2424	128	12852
728	113	20672
728	47	14146
728	31	21581
728	144	22430
9423	113	20672
9423	47	21298
9423	144	12480
9423	31	18146
9635	113	20672
9635	47	14676
9635	144	13490
9635	31	22309
11448	113	18127
5746	113	20848
5746	128	20541
493	113	20672
493	47	22766
493	144	15827
493	31	22753
3280	113	20672
3280	144	16023
3280	47	13838
3280	85	16436
3280	46	14417
3280	69	17805
3280	31	16888
640	47	12072
640	113	20672
640	144	18148
640	31	20784
640	118	8967
640	46	22702
640	95	16243
640	120	12072
640	90	17949
1748	113	20672
1748	47	18252
1748	144	16379
1748	31	19857
1748	90	13942
442	113	20672
442	47	23716
442	144	18164
2176	113	20672
2176	47	14108
2176	144	17461
2176	31	16106
2176	85	8680
198	113	20475
198	128	21527
198	11	16339
8555	47	9749
8555	113	20672
8555	144	17555
8555	31	19252
6204	113	18127
7046	113	11583
7046	114	15934
945	113	23685
945	114	22687
2722	113	13594
10561	113	14866
10561	114	20028
530	113	20672
530	144	19903
530	47	13617
530	90	21349
2821	113	13929
8467	113	13594
3548	113	20672
3548	144	18417
3548	47	23516
6581	113	18127
3982	113	20672
3982	144	15180
3982	47	14993
3982	118	23316
324	113	23685
324	114	12170
324	43	15039
324	38	21815
3717	113	18891
3717	25	22329
3717	89	4110
2926	113	20672
2926	47	15810
2926	144	19670
2926	31	23168
3218	113	18724
3218	137	12028
3218	114	17017
3218	38	22173
4422	113	20475
4422	128	19231
4422	11	12435
274	113	20848
274	128	14940
8565	113	18127
9181	113	21368
9181	128	23120
9181	11	12795
1893	113	9445
1893	128	14536
4001	113	20017
5702	113	13594
11301	113	20848
11301	128	21035
8172	113	13594
8172	11	14012
3688	113	23685
3688	114	21021
3688	43	18803
3688	38	19188
3688	128	23706
9737	113	20672
9737	47	16217
9737	144	17666
9737	31	19055
6652	113	20848
6652	128	22657
4562	113	20672
4562	47	20770
4562	144	20320
4562	31	20644
9957	113	20848
9957	128	20430
11119	113	19310
8483	113	12502
8483	61	22944
8483	128	21612
4626	113	20475
4626	128	21059
6101	47	22442
6101	120	22563
6101	113	20672
6101	144	13685
6101	46	15626
6101	31	21560
9326	113	13594
4693	113	13594
5475	113	20672
5475	144	18845
5475	47	21364
3087	113	13594
11786	113	14866
11786	114	21378
7346	113	20475
7346	128	22131
9587	113	13594
8312	113	23685
8312	114	17717
8312	43	14562
8312	128	20954
6206	113	18127
2837	113	20672
2837	47	12612
2837	144	20821
2837	31	18336
2999	113	21624
2999	11	15739
10719	113	20672
10719	47	21566
10719	144	19090
10719	31	18474
1842	113	20672
1842	47	14676
1842	144	23191
3767	113	23564
3767	114	16533
10369	113	20672
10369	47	17189
10369	144	13244
10369	31	17540
6441	113	17957
6441	98	14420
8141	113	11583
8141	137	13678
8141	43	18163
5737	113	20672
5737	144	16598
5737	47	19905
5737	31	16652
10697	113	23685
10697	114	22875
10697	43	15622
10697	128	20018
5908	113	18724
5908	114	14980
5908	38	22173
9325	113	14866
9325	114	15887
7201	113	13594
7201	128	21684
427	113	14866
427	114	19924
3655	61	20713
3655	128	18185
3655	113	23047
3704	113	20672
3704	47	19060
3704	144	21056
3704	31	22805
5878	113	13594
6901	113	19310
2278	113	20672
2278	144	17050
2278	47	18819
2278	31	17245
3515	113	20848
3515	128	20430
8719	113	17488
8719	61	17488
9788	113	23685
9788	114	13433
9788	43	17796
9788	128	20508
6183	113	14866
6183	114	13811
3323	113	20848
3323	128	15135
8962	113	11583
8962	114	20980
11785	113	13594
1681	113	9445
1681	114	17641
957	61	15499
957	113	23047
957	128	15986
5418	113	20848
5418	128	22720
1297	113	13594
2329	47	16618
2329	120	17894
2329	113	20672
2329	144	20896
2329	31	17364
2329	118	23220
10095	113	13594
855	113	20672
855	47	22114
855	31	16574
855	144	23631
10878	113	13594
737	113	19310
4280	113	17488
3262	47	13418
3262	113	20672
3262	144	16980
3262	120	13418
5212	61	21819
5212	113	13929
946	113	20672
946	47	16246
946	144	15246
946	46	12179
946	31	21747
946	118	23243
10032	113	20672
10032	47	21299
10032	144	18271
236	113	20672
236	47	14183
236	144	16576
236	31	16577
236	118	23316
9834	113	14866
9834	114	1409
6049	113	20672
6049	47	19477
6049	144	17408
9285	113	21819
7445	113	20672
7445	144	23818
7445	31	15670
7445	47	12701
4977	113	20672
4977	47	19622
4977	144	19965
4977	31	20640
4977	85	20178
4977	90	13048
11171	113	20848
11171	128	22435
3696	113	20672
3696	144	15246
3696	31	21311
3696	47	2685
3929	113	15150
3929	61	17488
474	113	20672
474	47	14303
474	144	20228
474	31	14784
1260	113	14866
1260	114	19527
6748	113	20672
6748	47	13472
6748	144	21289
8515	113	20672
8515	47	13933
8515	144	14559
6799	128	17925
6799	114	12468
6799	113	806
6799	38	21803
6799	43	12925
4694	47	16348
4694	120	17383
4694	113	20672
4694	144	22895
4694	95	12016
11385	113	21819
5719	113	21072
8347	113	20672
8347	47	20081
8347	144	22735
8566	113	13443
8014	47	12751
8014	113	20672
8014	144	15349
8014	31	13040
10481	113	20672
10481	144	14306
10481	47	21648
10481	118	19510
9894	113	20848
9894	128	16164
7404	113	20848
7404	128	17409
6843	113	9445
6843	114	14424
2387	113	13958
2387	61	22635
2387	128	20707
7345	113	20672
7345	47	18848
7345	144	21753
7345	31	15876
9274	113	17488
11953	113	14866
11953	114	23436
8707	114	19180
8707	113	18724
8707	38	22173
4851	47	15465
4851	113	20672
4851	144	19261
4851	31	23814
11436	113	20672
11436	47	12276
11436	31	17093
11436	144	20001
11436	118	19510
2039	113	11583
2039	137	13659
2039	114	18139
10010	113	13594
8717	113	18127
6996	113	14866
6996	114	13660
2406	113	20672
2406	47	6856
2406	144	22827
10772	113	20672
10772	47	18436
10772	31	19246
1965	113	14354
6593	113	23564
6593	114	20875
2433	113	13594
10388	113	20848
10388	128	22022
1573	113	20672
1573	144	22013
1573	47	19257
8666	113	13594
1752	61	20851
1752	113	12533
1819	113	13594
512	113	20672
512	144	23028
512	47	13353
512	31	13547
8995	113	18724
8995	114	12620
8995	128	12007
8995	38	22173
4360	113	20672
4360	47	16395
4360	144	13115
4360	31	20171
4919	113	20848
4919	128	23069
4359	113	20848
4359	128	12658
3855	113	20672
3855	47	15234
3855	144	12531
31	113	20672
31	47	15201
31	144	19688
31	108	18761
31	118	22319
377	113	20475
377	128	18612
11376	113	20848
11376	128	13706
4778	113	13594
11232	113	20672
11232	47	20790
11232	120	21283
11232	144	22622
11232	31	14353
3737	113	13594
11413	113	20672
11413	47	19331
11413	144	14699
11413	31	20354
6959	113	15102
6959	112	16165
6959	77	3365
6959	89	4110
6959	153	21687
6959	110	12829
6711	113	13594
433	137	15792
433	113	19843
3485	113	13594
4373	113	20672
4373	144	13671
4373	47	15641
7068	113	15248
7068	128	22538
7068	11	22236
8655	113	20672
8655	47	12333
8655	144	13244
8655	31	21140
5368	113	20848
5368	128	18268
5897	113	20672
5897	47	16858
5897	144	17662
5897	31	12690
6341	113	20672
6341	47	14676
6341	144	19309
6341	31	18898
6341	118	23009
9686	113	20672
9686	144	19614
9686	47	21577
9686	31	17263
9686	118	23316
3173	113	20672
3173	47	17176
3173	144	20880
3173	118	23291
3173	31	22239
3173	120	8041
3173	95	12364
1827	113	20672
1827	47	16272
1827	144	12313
10468	113	20672
10468	144	12937
10468	47	18998
5793	113	20848
5793	128	21997
1552	113	13594
3089	113	20848
3089	128	13999
6592	113	20672
6592	47	22147
6592	144	13973
6592	46	19703
6592	31	18873
6592	120	22147
6592	95	16868
5209	113	20848
5209	128	18852
6514	113	18127
2356	113	20475
2356	128	21138
10259	95	16243
10259	120	13486
10259	47	13067
10259	113	20672
10259	118	8967
10259	144	14459
10259	31	18750
11932	113	13594
10161	113	20672
10161	47	20534
10161	144	17757
10161	118	19200
10199	113	15710
4009	113	13443
4009	61	15129
4009	128	14661
7006	113	20672
7006	144	14351
7006	47	12612
8590	113	13594
69	113	20672
69	47	21299
69	144	22019
69	31	18359
2970	113	18127
7893	113	20672
7893	144	19698
7893	31	22573
7893	47	8041
11053	47	13838
11053	46	13150
11053	113	20672
11053	144	14431
11053	90	20714
11053	31	16757
11053	120	14484
11053	118	23243
11053	85	23663
11053	69	12472
11549	113	20017
4021	113	22718
9529	113	13594
5118	113	13594
5118	11	21934
9639	113	18127
11136	114	14094
11136	113	18724
11136	38	22173
5766	113	22862
5766	61	16447
1030	47	14606
1030	113	20672
1030	31	14357
1030	144	23899
1030	46	15279
1030	118	23243
10421	113	20672
10421	47	19347
10421	31	23020
5321	113	18127
6151	113	17488
6151	61	17488
1716	113	18127
6849	113	14866
6849	114	20950
575	113	20672
575	47	23158
575	144	16875
575	118	19200
7052	113	18127
9284	113	19033
10238	113	20475
10238	128	14743
9126	113	13594
9126	11	12859
5786	113	20017
339	113	17488
339	61	17488
3263	113	21819
7666	113	21743
5936	113	18724
5936	114	15816
5936	128	21308
5936	38	22173
11126	113	20672
11126	144	13718
11126	47	20416
11126	31	23799
9283	113	12483
9283	61	13929
10292	113	20672
10292	47	19615
10292	144	18355
10292	31	17460
8527	113	20672
8527	47	21567
8527	144	12399
8527	31	14400
11179	113	12138
11179	11	20917
3321	113	20672
3321	47	22522
3321	144	14343
3321	31	15802
3321	118	23243
4416	108	16450
4416	47	19750
4416	113	20672
4416	144	16074
4416	31	22841
74	113	19033
5988	113	18127
1586	113	14866
1586	114	14028
10875	113	20672
10875	47	19666
10875	144	14699
10875	31	23228
6297	113	20672
6297	47	22681
6297	31	13407
6297	144	14769
9110	113	20672
9110	47	12276
9110	31	17710
9110	118	19510
3312	113	20672
3312	47	17490
3312	144	18164
3312	31	16702
3312	108	23093
3198	113	18127
2602	113	18127
4145	113	20672
4145	47	15511
4145	53	14118
4145	144	13454
6848	113	19843
6848	128	18917
6848	137	16455
10011	113	20672
10011	47	15807
10011	144	22659
10011	118	19200
1180	113	20672
1180	47	21123
1180	144	14051
1180	118	23316
5232	113	20672
5232	144	19185
5232	47	19760
5232	31	17235
1664	113	20848
1664	128	17895
6036	43	14108
6036	128	17598
6036	114	3697
6036	113	16542
6036	38	12183
3370	113	20672
3370	144	21649
3370	47	7564
3370	31	13984
661	113	20672
661	144	18164
661	47	5474
661	31	14894
1253	113	15373
9573	113	20672
9573	47	13933
9573	144	16905
9573	120	13933
9573	31	16220
1600	113	9445
1600	114	21088
1600	128	16663
6877	47	15593
6877	120	22594
6877	113	20672
6877	144	23660
6877	31	20549
9899	113	20848
9899	128	14227
4839	113	20848
4839	128	21314
5434	47	19805
5434	113	20672
5434	144	21254
5434	31	16425
8894	47	6359
8894	113	20672
8894	144	15024
8894	31	21862
8894	118	8967
338	47	19509
338	113	20672
338	144	21336
338	90	13510
338	31	22949
7867	61	17476
7867	113	21993
6179	113	18127
1530	113	20672
1530	47	17743
1530	144	15297
1530	31	18981
1530	90	13667
8733	113	20848
8733	128	13747
11016	113	20672
11016	47	16250
11016	144	22938
11016	31	13386
11716	113	20672
11716	47	20417
11716	144	17585
11716	90	14831
11716	31	17723
10809	114	16466
10809	113	9445
10809	128	15179
2139	113	20017
2139	11	12922
11844	113	20017
7869	113	13929
10979	113	23685
10979	114	23031
10979	137	17190
10979	38	21815
10979	128	22506
10979	43	19800
2483	113	20672
2483	47	14680
2483	144	15246
2483	31	18276
2483	120	12325
2689	113	20672
2689	47	20053
2689	31	23020
2689	144	15665
2689	118	19200
4372	113	13594
134	113	18127
7203	113	13594
6728	113	20672
6728	47	22002
6728	31	16804
6728	144	12380
8319	113	13875
8319	137	22254
5204	113	20672
5204	47	22848
5204	144	18813
5204	31	22866
10999	113	20848
10999	128	23566
9439	113	20672
9439	47	22086
9439	144	20351
9439	31	19546
5943	113	13594
5821	113	13594
1136	113	20475
1136	128	20185
8986	113	13594
2960	113	20672
2960	120	20470
2960	47	21810
5911	113	13594
8251	113	20848
8251	128	22886
1940	113	20672
1940	47	21088
1940	144	14340
4147	113	13594
1944	113	20672
1944	47	17145
1944	144	12566
1944	31	13235
2519	113	20672
2519	47	17296
2519	144	20767
2519	31	17616
3638	113	20672
3638	144	18056
3638	47	19206
3638	31	14221
5007	113	20672
5007	144	18103
5007	47	14472
4123	113	20672
4123	47	16959
4123	31	13517
4123	144	13529
8290	95	14622
8290	47	18094
8290	120	8041
8290	113	20672
8290	144	18236
8290	31	16508
8290	53	20463
8290	118	14846
7968	113	20672
7968	144	12668
7968	90	14109
7968	31	15604
6657	113	19310
10220	113	13594
8592	113	20848
8592	128	21513
1212	120	1449
1212	113	20672
1212	47	5474
1212	144	12599
1212	31	18455
1212	85	20052
1212	95	23554
3568	113	23564
3568	114	22344
4506	113	20672
4506	144	20086
4506	47	19081
9144	113	20672
9144	144	13920
9144	47	21441
9144	31	15123
9131	113	14866
9131	114	16369
1265	113	18127
11054	113	20672
11054	47	14606
11054	144	17096
11054	31	14620
8180	113	20672
8180	144	18315
8180	31	19944
8463	113	20672
8463	47	19735
8463	144	18031
8463	31	13557
11028	113	20672
11028	47	13862
11028	144	14699
11028	31	19487
163	113	20672
163	47	18682
163	144	20213
163	31	22768
163	69	22676
163	85	19049
10627	113	20672
10627	47	13865
10627	120	13865
10627	144	19732
10627	31	15166
9870	113	18127
1010	113	18894
659	113	15102
659	89	14208
659	112	18337
659	153	23143
659	110	16127
5670	113	20848
5670	128	17439
1333	113	20848
1333	128	20430
4070	113	18127
9412	113	20848
9412	128	21453
9192	113	20672
9192	47	15337
9192	144	20476
9192	31	19910
4490	113	13594
2840	113	20672
2840	47	9670
2840	120	13133
2840	95	15476
2840	144	12071
2840	31	15159
8273	113	20672
8273	47	12823
8273	144	20369
6892	113	17488
5318	47	19526
5318	113	20672
5318	144	22899
5318	85	12324
5318	90	17932
5318	31	22016
11248	113	20031
11248	11	19413
5876	47	17664
5876	113	20672
5876	144	22153
186	113	18127
72	113	20672
72	47	19888
110	114	17750
110	113	19215
110	43	21761
110	128	20621
10275	113	20672
10275	144	14920
10275	47	17253
10275	31	22706
9141	47	18081
9141	120	4274
9141	113	20672
9141	144	20500
9141	31	20760
2175	113	13594
8298	113	18127
9655	113	23685
9655	114	13425
9655	43	17269
9655	128	18771
4146	47	15690
4146	113	20672
4146	120	18819
4146	144	22192
4146	85	21980
4146	90	16269
4146	31	21127
4146	108	17753
4146	69	20694
9970	113	17488
9970	61	17488
4403	113	20848
4403	128	22720
6624	113	11583
6624	114	17089
8535	113	20672
8535	47	14189
8535	144	17960
8535	31	12229
829	113	18127
7969	113	20475
7969	128	22131
11686	113	20672
11686	47	21884
11686	144	17133
11686	31	12033
5798	113	12366
5798	114	13843
5798	128	20370
6875	114	22004
6875	113	23685
6875	38	22173
3883	113	18127
8546	113	20848
8546	128	12852
2398	113	20672
2398	144	18579
2398	47	15256
3362	113	20672
3362	31	18801
3362	144	21732
3362	47	18161
3362	120	12701
1997	113	20848
1997	128	19850
4447	113	13929
5763	113	14866
5763	114	17157
3432	113	20848
3432	128	12445
5564	113	13594
2893	113	20672
2893	47	16293
2893	144	14699
2893	31	18517
9575	113	20672
9575	47	21508
9575	144	13851
9575	31	21334
9575	46	13581
1472	113	13594
7416	113	20848
7416	128	19421
706	113	17488
7194	113	13443
7194	128	23846
7194	61	13181
5705	113	20848
5705	128	18087
388	113	13594
388	11	13351
4976	113	20672
4976	144	15246
4976	47	19341
11726	61	17825
11726	113	23047
11726	128	16019
6460	113	20848
6460	128	14689
3734	113	20672
3734	47	574
3734	144	18520
3734	90	18648
3734	31	15940
3734	118	23316
913	113	20848
913	128	13304
10631	113	20672
10631	47	21148
10631	144	14491
10631	31	12246
2024	113	18127
9876	113	16158
1235	113	13594
558	43	13366
558	114	20731
558	113	15684
7353	113	20672
7353	47	18157
7353	144	21142
7353	31	15021
7353	120	12835
2679	113	20672
2679	144	22209
2679	47	5474
2679	120	15209
2679	31	19878
1317	113	20672
1317	47	16429
1317	144	14699
1317	31	22866
9813	113	15373
11748	47	19011
11748	113	20672
11748	144	20926
11748	31	22589
11522	47	12583
11522	120	23289
11522	113	20672
11522	31	17337
11522	144	21146
11522	108	12573
10277	113	20672
10277	47	17260
10277	144	21561
10277	31	22747
10277	53	21294
5830	113	20475
5830	128	21218
9168	113	14866
9168	114	22839
9681	113	20672
9681	47	21258
9681	144	18175
5292	113	21819
5292	128	15144
6937	113	14866
6937	114	15007
7072	113	20848
7072	128	13572
2197	113	20672
2197	47	19668
2197	144	19907
2197	31	21090
3442	113	21782
3442	89	10607
3442	110	18395
3078	113	14866
3078	114	13657
4420	113	14866
4420	114	20151
8947	113	14866
8947	114	12413
1649	113	20672
1649	47	12212
1649	144	23916
8083	113	20672
8083	47	13838
8083	144	23262
8083	31	23687
11618	113	13628
11618	114	12265
11618	43	17289
1621	47	21158
1621	120	18604
1621	113	20672
1621	144	18723
1621	108	8780
1621	31	16962
9511	113	20672
9511	144	18453
9511	47	18651
3007	113	20475
3007	128	19419
3007	11	12510
6135	113	20672
6135	144	23103
6135	31	19296
6135	47	14795
1829	113	19310
6214	113	20672
6214	47	16467
6214	144	21306
6490	113	13594
6598	113	20475
6598	128	18612
3604	113	16988
3604	114	21950
3604	43	19356
2501	113	17626
1525	113	18127
1214	113	18127
11559	47	16078
11559	120	21582
11559	113	20672
11559	144	21834
11559	31	15515
5832	114	19941
5832	113	19843
5832	128	15447
11990	47	20557
11990	113	20672
11990	144	14191
8445	113	18127
9600	113	20672
9600	47	14541
9600	144	20582
9600	31	19594
2569	47	19300
2569	113	20672
2569	144	21146
2569	31	17372
2569	46	19443
7019	46	14142
7019	47	15077
7019	120	15560
7019	113	20672
7019	144	16980
7019	95	12041
7019	118	20603
7019	85	20058
7019	31	19567
7019	108	18299
1786	113	12366
1786	128	20370
4492	113	20672
4492	47	20436
4492	31	19214
4492	144	14188
4492	90	4190
11993	113	13443
11993	128	15959
11993	61	17626
7665	113	13594
5617	113	18127
11003	47	21724
11003	113	20672
11003	144	21491
11003	31	13459
2730	113	14866
2730	114	21538
9323	113	17488
8817	113	20672
8817	47	17441
8817	144	13016
8817	31	13350
8817	120	17441
3014	113	20672
3014	47	22887
3014	31	22456
3014	144	16404
3014	90	7526
6064	113	18724
6064	114	17561
6064	38	22173
2199	128	17897
2199	113	15529
8607	113	20672
8607	47	1755
8607	144	22192
8607	31	18335
9012	113	13443
9012	128	19457
5862	113	20672
5862	47	21139
5862	144	20737
11195	113	23564
11195	114	21169
4984	113	20475
4984	128	20257
482	113	20672
482	47	17257
482	144	13059
482	118	19510
8006	113	20672
8006	47	15310
8006	144	18005
8006	31	13143
6931	113	20848
6931	128	18852
3706	113	14866
3706	114	16873
6755	113	18127
2850	113	20672
2850	47	23628
2850	31	20562
2850	144	12780
2760	47	21258
2760	113	20672
2760	31	20346
2760	144	23091
2760	90	19352
8699	113	23685
8699	114	21168
8699	128	21455
9123	113	20672
9123	47	22700
9123	144	15324
9123	31	13536
7943	113	20672
7943	47	14644
7943	144	16276
10117	113	18127
9906	113	20672
9906	47	14606
9906	144	21717
9906	31	21952
7576	113	20672
7576	47	17587
7576	144	15524
7576	118	12350
7576	31	13077
10529	113	20672
10529	47	22088
10529	144	23803
10529	31	13784
2317	113	20672
2317	47	23396
2317	31	16625
2317	144	22452
10019	113	20475
10019	128	15031
4062	113	14866
4062	114	22388
7233	113	21819
11984	114	12863
11984	113	23685
11984	43	16672
11984	128	21027
8052	113	20672
8052	47	22614
8052	144	20200
8052	31	19194
10293	113	20672
10293	144	14032
10293	47	13028
467	43	8482
467	38	21917
467	113	806
467	11	15483
467	114	7117
11401	113	13594
1554	113	23564
1554	114	17284
2990	113	13594
1963	113	20672
1963	47	16272
1963	144	15510
1963	31	20006
5985	113	13929
5985	61	20017
5311	113	20672
5311	47	17228
5311	46	21366
5311	31	14913
5311	144	15673
780	113	20672
780	144	21737
780	47	13925
780	118	23316
5298	113	20672
5298	144	21109
5298	47	21263
5298	31	15535
6369	113	15102
6369	112	18040
6369	89	10607
6369	153	15396
6369	110	20750
6369	77	3365
6369	71	21622
9597	47	20381
9597	113	20672
9597	144	20969
9597	31	12897
8388	113	20672
8388	47	21931
8388	144	22508
8388	31	20289
492	113	21082
492	128	22711
5594	113	15373
6659	113	20672
6659	47	5520
6659	144	23538
6659	31	22269
7954	113	13594
4245	113	20672
4245	47	12500
4245	144	23026
4245	31	15545
11103	113	20672
11103	144	15667
11103	47	22049
10385	113	20672
10385	144	12585
10385	47	22067
10385	31	22348
6427	113	20017
7168	47	21493
7168	113	20672
7168	31	16009
7168	144	23881
5857	113	20672
5857	47	13579
5857	144	21135
5857	31	17275
5857	90	18494
8491	85	13185
8491	69	15158
8491	46	22187
8491	47	14754
8491	113	20672
8491	144	20591
8491	118	22319
8491	90	13893
66	113	20672
66	47	15340
66	144	12232
66	31	12562
66	46	15453
5147	113	21077
5147	137	17760
10213	113	20848
10213	128	23566
7975	113	20977
9685	113	20848
9685	128	17532
10012	113	20672
10012	144	18714
10012	47	19832
9038	113	23085
4620	113	18127
11184	113	20672
11184	47	19666
11184	144	14340
11184	31	12725
9811	113	18127
8352	47	22643
8352	113	20672
8352	144	19940
44	113	20672
44	144	16172
44	47	14314
44	31	21457
11713	113	23685
11713	114	6712
11713	43	12830
11713	128	20558
7418	47	11315
7418	120	9749
7418	113	20672
7418	144	14595
7418	31	12838
7418	90	12824
9927	113	13594
9046	113	9445
9046	114	16569
1445	113	21958
1445	47	3437
1445	144	13689
1445	31	15095
2792	47	13007
2792	113	20672
2792	144	14244
2792	31	14586
141	113	13594
7901	113	20672
7901	144	15246
7901	47	21223
7901	31	18557
1984	113	20848
1984	128	15235
4555	113	18127
2528	113	20672
2528	47	21283
2528	144	15517
8649	47	22393
8649	113	20672
8649	144	13849
8649	31	15011
620	113	20672
620	144	21959
620	47	20953
620	31	16665
11815	113	20848
11815	128	23204
5441	113	13404
502	47	22330
502	113	20672
502	144	19667
502	31	18210
890	113	14866
890	114	13955
2125	113	20672
2125	47	21586
2125	144	19309
4590	113	20848
4590	128	14462
9931	113	13594
5096	47	1449
5096	113	20672
5096	120	17916
5096	31	19214
5096	144	18907
1412	113	23685
1412	114	13286
1412	128	20512
4238	113	20848
4238	128	15452
1413	113	19310
4828	113	20672
4828	47	14541
4828	144	12531
4721	113	20848
4721	128	18990
8081	113	9445
8081	114	23821
6577	113	20672
6577	47	20291
8464	113	18127
9324	113	19310
10456	113	20672
10456	47	15370
10456	144	23825
10456	31	19250
3393	113	20672
3393	47	17407
3393	144	13526
3393	31	20976
3728	113	15373
3059	114	15676
3059	113	19215
3059	43	20160
2750	47	19373
2750	113	20672
2750	144	20325
2750	31	16347
10503	113	13594
10826	113	20848
10826	128	19545
10022	47	22618
10022	113	20672
10022	144	21649
10022	31	12697
57	113	13594
4580	113	20672
4580	47	12701
4580	31	21311
4580	144	12295
4580	120	22836
4902	113	20672
4902	144	21022
4902	47	18789
4902	31	21590
8114	114	2312
8114	43	22483
8114	113	19742
7223	47	23263
7223	113	20672
7223	31	18370
7223	144	18723
7223	120	19319
7223	85	12616
7223	118	23243
8899	113	20672
8899	144	21649
8899	47	19456
9076	113	20017
10535	113	13594
297	113	11583
297	114	18764
1806	113	13594
